StreetAddress,City,State,ZipCode,AUTO_UNIQUE_ID_2024-05-08_Charissa-Roeuiowaedu_Addresses,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
205 WEST MAIN ST,HINTON,IA,51024,1075,513c321f-0d84-4b0f-93d3-d76c85c80ec6,0.0468689,TAMUGeocoder,5.0.0,1,,42.6266600103968,-96.2940492532585,,StreetSegment,Match,100,,2436.84,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},205,,W,,,,MAIN,,ST,,,,,,,HINTON,,,,,IA,51024,,,,,,205,,W,,,,MAIN,,ST,,,,,,,HINTON,,,,,IA,51024,,,,,
207 E 1ST ST,KINGSLEY,IA,51028,1076,0a025c26-a840-421b-9aed-77aca85fdb56,0.1099737,TAMUGeocoder,5.0.0,1,,42.5867726790015,-95.9636742487132,,StreetSegment,Match,100,,1536.53,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},207,,E,,,,1ST,,ST,,,,,,,KINGSLEY,,,,,IA,51028,,,,,,207,,E,,,,1ST,,ST,,,,,,,KINGSLEY,,,,,IA,51028,,,,,
301 12TH ST SE-LOWER LEVEL,LE MARS,IA,51031,1077,9690597a-94c2-45c0-bc70-b2179197a302,0.0937446,TAMUGeocoder,5.0.0,1,,42.7787920086272,-96.1619737308226,,StreetSegment,Match,100,,786.43,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},301,,,,,,12TH,,ST,,SE,UNIT,LEVEL,,,LE MARS,,,,,IA,51031,,,,,,301,,,,,,12TH,,ST,,SE,UNIT,LEVEL,,,LE MARS,,,,,IA,51031,,,,,
301 12TH ST SE-LOWER LEVEL,LE MARS,IA,51031,1078,23ad3144-adfa-43ff-8658-8b59679080c2,0.0918579,TAMUGeocoder,5.0.0,1,,42.7787920086272,-96.1619737308226,,StreetSegment,Match,100,,786.43,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},301,,,,,,12TH,,ST,,SE,UNIT,LEVEL,,,LE MARS,,,,,IA,51031,,,,,,301,,,,,,12TH,,ST,,SE,UNIT,LEVEL,,,LE MARS,,,,,IA,51031,,,,,
301 12TH ST SE-LOWER LEVEL,LE MARS,IA,51031,1079,31feb766-6989-4f96-ab4d-1fd0ad418b3b,0.1255751,TAMUGeocoder,5.0.0,1,,42.7787920086272,-96.1619737308226,,StreetSegment,Match,100,,786.43,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},301,,,,,,12TH,,ST,,SE,UNIT,LEVEL,,,LE MARS,,,,,IA,51031,,,,,,301,,,,,,12TH,,ST,,SE,UNIT,LEVEL,,,LE MARS,,,,,IA,51031,,,,,
608 MAIN ST,MERRILL,IA,51038,1080,c5e0c804-8131-47f7-aa40-1b50b239cbd6,0.4091129,TAMUGeocoder,5.0.0,1,,42.7055339503348,-96.3143595414156,,ZCTA,Match,100,,233807604.98,Meters,09,AddressZIPCentroid,MMFM3FMMMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},608,,,,,,MAIN,,ST,,,,,,,MERRILL,,,,,IA,51038,,,,,,608,,,,,,MAIN,,ST,,,,,,,MERRILL,,,,,IA,51038,,,,,
400 W HWY 3,REMSEN,IA,51050,1081,2e83c354-d784-4c56-b4f3-10d201d5f453,0.6987721,TAMUGeocoder,5.0.0,1,,42.7936769081418,-95.9459326002125,,ZCTA,Match,100,,353266729.06,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFFB,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},400,,W,,HWY,,3,,,,,,,,,REMSEN,,,,,IA,51050,,,,,,400,,W,,HWY,,3,,,,,,,,,REMSEN,,,,,IA,51050,,,,,
22504 C60,HINTON,IA,51024,1082,931e6686-f000-4a02-85de-6f0824c9ecf3,0.6886594,TAMUGeocoder,5.0.0,1,,42.634140678762,-96.3728355199705,,StreetSegment,Review,96.0355029585799,,21862.45,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},22504,,,,,,C60,,,,,,,,,HINTON,,,,,IA,51024,,,,,,22504,,,,,,C60,,,,,,,,,HINTON,,,,,IA,51024,,,,,
211 FULTON ST,REMSEN,IA,51050,1083,4d23efbc-1f3a-411d-b6b1-82e05e48e18b,0.4756849,TAMUGeocoder,5.0.0,1,,42.7936769081418,-95.9459326002125,,ZCTA,Match,100,,353266729.06,Meters,09,AddressZIPCentroid,MMFM3FMMMMFFFB,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},211,,,,,,FULTON,,ST,,,,,,,REMSEN,,,,,IA,51050,,,,,,211,,,,,,FULTON,,ST,,,,,,,REMSEN,,,,,IA,51050,,,,,
215 4TH AVE SE,LE MARS,IA,51031,1084,abdfcb6f-3c82-4085-8cd1-02975e33dacc,0.1256123,TAMUGeocoder,5.0.0,1,,42.7895614652363,-96.1607037934311,,StreetSegment,Match,100,,3015.33,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},215,,,,,,4TH,,AVE,,SE,,,,,LE MARS,,,,,IA,51031,,,,,,215,,,,,,4TH,,AVE,,SE,,,,,LE MARS,,,,,IA,51031,,,,,
215 LINDEN ST,WESTFIELD,IA,51062,1085,8be3d27a-4874-4ec5-8da4-a62d3f8e2bf8,0.0631509,TAMUGeocoder,5.0.0,1,,42.7555438017971,-96.6018214073003,,StreetSegment,Match,100,,2676.68,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},215,,,,,,LINDEN,,ST,,,,,,,WESTFIELD,,,,,IA,51062,,,,,,215,,,,,,LINDEN,,ST,,,,,,,WESTFIELD,,,,,IA,51062,,,,,
415 HANSEN AVE,PALMER,IA,50571,1086,288753c0-bd78-4e5d-9161-74cee679a6d3,0.4696166,TAMUGeocoder,5.0.0,1,,42.6309710892195,-94.5786897390049,,ZCTA,Match,100,,115641243.13,Meters,09,AddressZIPCentroid,MMFM3FMMMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},415,,,,,,HANSEN,,AVE,,,,,,,PALMER,,,,,IA,50571,,,,,,415,,,,,,HANSEN,,AVE,,,,,,,PALMER,,,,,IA,50571,,,,,
813 N QUEEN ST,FONDA,IA,50546,1087,24f082cb-6b44-4c00-af25-b5b1ac0dbf6d,0.4388372,TAMUGeocoder,5.0.0,1,,42.837873754886,-94.7027755270864,,ZCTA,Match,100,,137017577.58,Meters,09,AddressZIPCentroid,MMMM3FMMMMFFFA,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},813,,N,,,,QUEEN,,ST,,,,,,,FONDA,,,,,IA,50546,,,,,,813,,N,,,,QUEEN,,ST,,,,,,,FONDA,,,,,IA,50546,,,,,
319 GARFIELD AVE,ROLFE,IA,50581,1088,985e44e3-d5df-48b6-adba-015267ebd25c,0.4945733,TAMUGeocoder,5.0.0,1,,42.8137972486444,-94.5278191152169,,StreetSegment,Review,94.0828402366864,,1476.07,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},319,,,,,,GARFIELD,,AVE,,,,,,,ROLFE,,,,,IA,50581,,,,,,319,,,,,,GARFIELD,,AVE,,,,,,,ROLFE,,,,,IA,50581,,,,,
310 NE First St,Pocahontas,IA,50574,1089,b42c866b-be23-470a-b59b-e1cb7cb4aaf2,0.4236463,TAMUGeocoder,5.0.0,1,,42.7166639647083,-94.6986202413591,,ZCTA,Match,100,,288084696.2,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},310,,NE,,,,FIRST,,ST,,,,,,,Pocahontas,,,,,IA,50574,,,,,,310,,NE,,,,FIRST,,ST,,,,,,,Pocahontas,,,,,IA,50574,,,,,
311 NE First St,Pocahontas,IA,50574,1090,faf03768-e51c-4a18-b076-3bb6df80ae22,0.2812323,TAMUGeocoder,5.0.0,1,,42.7166639647083,-94.6986202413591,,ZCTA,Match,100,,288084696.2,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},311,,NE,,,,FIRST,,ST,,,,,,,Pocahontas,,,,,IA,50574,,,,,,311,,NE,,,,FIRST,,ST,,,,,,,Pocahontas,,,,,IA,50574,,,,,
312 NE First St,Pocahontas,IA,50574,1091,9668d372-51cc-4e9d-ab29-c22496e4445a,0.0579596,TAMUGeocoder,5.0.0,1,,42.7354898919604,-94.6660902341653,,StreetSegment,Match,100,,2218.1,Meters,03,StreetSegmentInterpolation,MM2MMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},312,,NE,,,,FIRST,,ST,,,,,,,Pocahontas,,,,,IA,50574,,,,,,312,,NE,,,,FIRST,,ST,,,,,,,Pocahontas,,,,,IA,50574,,,,,
201 W Main St,Laurens,IA,50554,1092,b37556ee-5710-48b2-bd8b-035cece329f8,0.4843102,TAMUGeocoder,5.0.0,1,,42.846607136978,-94.8500780198818,,StreetSegment,Match,100,,1507.89,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},201,,W,,,,MAIN,,ST,,,,,,,Laurens,,,,,IA,50554,,,,,,201,,W,,,,MAIN,,ST,,,,,,,Laurens,,,,,IA,50554,,,,,
315 NE 141ST ST,ALLEMAN,IA,50007,1093,5fe4fab2-a02f-4e21-b83d-bfbc2a76c41e,0.0469432,TAMUGeocoder,5.0.0,1,,41.8179761,-93.61396,,BuildingCentroid,Match,95.8579881656805,,7926.36,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},315,,NE,,,,141ST,,ST,,,,,,,ALLEMAN,,,,,IA,50007,,,,,,315,,NE,,,,141ST,,ST,,,,,,,ALLEMAN,,,,,IA,50007,,,,,
5701 SE 66TH PL.,AVON LAKE,IA,50047,1094,89d7c509-093d-4e5f-929e-31f3e1e06887,0.5468743,TAMUGeocoder,5.0.0,1,,41.5219197,-93.4992503,,Parcel,Review,96,,0,Meters,00,AddressPoint,MMMM32MMMFFFF8,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},5701,,SE,,,,66TH,,PL,,,,,,,AVON LAKE,,,,,IA,50047,,,,,,5701,,SE,,,,66TH,,PL,,,,,,,AVON LAKE,,,,,IA,50047,,,,,
900 VENBURY DR. SUITE A,ALTOONA,IA,50009,1095,bb909a01-5344-4ec6-ae34-26fd7b70e32d,0.0937566,TAMUGeocoder,5.0.0,1,,41.6419446570287,-93.4746253913615,,StreetSegment,Match,100,,7646.06,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},900,,,,,,VENBURY,,DR,,,UNITSTE,A,,,ALTOONA,,,,,IA,50009,,,,,,900,,,,,,VENBURY,,DR,,,UNITSTE,A,,,ALTOONA,,,,,IA,50009,,,,,
1500 8TH ST. SW,ALTOONA,IA,50009,1096,ac950d44-4631-4685-8811-2a2eca29fa9c,0.0310218,TAMUGeocoder,5.0.0,1,,41.6423599,-93.4803836,,BuildingCentroid,Match,100,,592.61,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1500,,,,,,8TH,,ST,,SW,,,,,ALTOONA,,,,,IA,50009,,,,,,1500,,,,,,8TH,,ST,,SW,,,,,ALTOONA,,,,,IA,50009,,,,,
1700 8TH STREET SW,ALTOONA,IA,50009,1097,b40a40bf-f01d-451b-85de-541ca3d544ad,0.0156247,TAMUGeocoder,5.0.0,1,,41.643546,-93.4844582,,BuildingCentroid,Match,100,,1668.55,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1700,,,,,,8TH,,ST,,SW,,,,,ALTOONA,,,,,IA,50009,,,,,,1700,,,,,,8TH,,ST,,SW,,,,,ALTOONA,,,,,IA,50009,,,,,
1401 1ST AVENUE S.,ALTOONA,IA,50009,1098,2da4d56e-d79a-4578-a697-a18b896032a4,0.0156292,TAMUGeocoder,5.0.0,1,,41.6389008,-93.4639262,,BuildingCentroid,Match,100,,2387.12,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1401,,,,,,1ST,,AVE,,S,,,,,ALTOONA,,,,,IA,50009,,,,,,1401,,,,,,1ST,,AVE,,S,,,,,ALTOONA,,,,,IA,50009,,,,,
2890 1ST AVENUE S.,ALTOONA,IA,50009,1099,7fa9d78c-0161-42b0-bf04-c6134819c6d1,0.0312506,TAMUGeocoder,5.0.0,1,,41.6251683,-93.4654843,,BuildingCentroid,Match,100,,1448.8,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2890,,,,,,1ST,,AVE,,S,,,,,ALTOONA,,,,,IA,50009,,,,,,2890,,,,,,1ST,,AVE,,S,,,,,ALTOONA,,,,,IA,50009,,,,,
710 NE 36TH ST.,ANKENY,IA,50023,1100,9d4619ab-9b57-4a34-bdc5-f873a5876b1c,0.5312403,TAMUGeocoder,5.0.0,1,,41.7314781069045,-93.6310029501183,,ZCTA,Match,100,,57488818.29,Meters,09,AddressZIPCentroid,MMMM3FDMMMFFFD,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},710,,NE,,,,36TH,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,710,,NE,,,,36TH,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
400 NW LAKESHORE DR.,ANKENY,IA,50023,1101,7f8a6812-5306-49cc-944a-3c0ab969fe67,0.0312559,TAMUGeocoder,5.0.0,1,,41.7349737,-93.6070037,,BuildingCentroid,Match,100,,526.23,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},400,,NW,,,,LAKESHORE,,DR,,,,,,,ANKENY,,,,,IA,50023,,,,,,400,,NW,,,,LAKESHORE,,DR,,,,,,,ANKENY,,,,,IA,50023,,,,,
510 E. 1ST ST.,ANKENY,IA,50021,1102,02d6b409-469e-47b2-b0c5-734fb7090f22,0.0312518,TAMUGeocoder,5.0.0,1,,41.7323514,-93.5929328,,BuildingCentroid,Match,100,,5795.11,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},510,,E,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50021,,,,,,510,,E,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50021,,,,,
510 E. 1ST ST.,ANKENY,IA,50021,1103,e455aa80-4888-49ef-82b2-73517bf99090,0.0156268,TAMUGeocoder,5.0.0,1,,41.7323514,-93.5929328,,BuildingCentroid,Match,100,,5795.11,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},510,,E,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50021,,,,,,510,,E,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50021,,,,,
701 E. 1ST ST.,ANKENY,IA,50021,1104,27e646f3-125a-4b4c-a06a-d8275ddbad67,0.0312543,TAMUGeocoder,5.0.0,1,,41.7314064,-93.5901625,,BuildingCentroid,Match,100,,1026.36,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},701,,E,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50021,,,,,,701,,E,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50021,,,,,
602 SE DELAWARE AVE.,ANKENY,IA,50023,1105,1c1e717a-6dc9-4d1a-9fad-b8960871ba28,0.3319819,TAMUGeocoder,5.0.0,1,,41.7314781069045,-93.6310029501183,,ZCTA,Match,100,,57488818.29,Meters,09,AddressZIPCentroid,MMMM3FMMMMFFFC,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},602,,SE,,,,DELAWARE,,AVE,,,,,,,ANKENY,,,,,IA,50023,,,,,,602,,SE,,,,DELAWARE,,AVE,,,,,,,ANKENY,,,,,IA,50023,,,,,
317 SE MAGAZINE RD.,ANKENY,IA,50021,1106,b6f3e67f-839c-4b29-877a-585abe0a750d,0.0156307,TAMUGeocoder,5.0.0,1,,41.716744,-93.5957142,,BuildingCentroid,Match,100,,2676.28,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},317,,SE,,,,MAGAZINE,,RD,,,,,,,ANKENY,,,,,IA,50021,,,,,,317,,SE,,,,MAGAZINE,,RD,,,,,,,ANKENY,,,,,IA,50021,,,,,
517 SW DES MOINES ST.,ANKENY,IA,50023,1107,d0bb126e-bdc7-41a8-a5d5-62072c627293,0.0156264,TAMUGeocoder,5.0.0,1,,41.7267242,-93.6119125,,BuildingCentroid,Match,100,,2595.49,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},517,,SW,,,,DES MOINES,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,517,,SW,,,,DES MOINES,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
517 SW DES MOINES ST.,ANKENY,IA,50023,1108,db85a1f0-2dae-457e-8df8-c8d1d95c705a,0,TAMUGeocoder,5.0.0,1,,41.7267242,-93.6119125,,BuildingCentroid,Match,100,,2595.49,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},517,,SW,,,,DES MOINES,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,517,,SW,,,,DES MOINES,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
400 NW LAKESHORE DR.,ANKENY,IA,50023,1109,913c3663-2a96-42eb-a33d-6374fb219956,0,TAMUGeocoder,5.0.0,1,,41.7349737,-93.6070037,,BuildingCentroid,Match,100,,526.23,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},400,,NW,,,,LAKESHORE,,DR,,,,,,,ANKENY,,,,,IA,50023,,,,,,400,,NW,,,,LAKESHORE,,DR,,,,,,,ANKENY,,,,,IA,50023,,,,,
118 NW LINDEN ST.,ANKENY,IA,50023,1110,c2e81d87-b516-43f3-b949-a1cad18da4fa,0.0156159,TAMUGeocoder,5.0.0,1,,41.7329866,-93.6299209,,BuildingCentroid,Match,100,,774.23,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},118,,NW,,,,LINDEN,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,118,,NW,,,,LINDEN,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
520 NW 36TH ST.,ANKENY,IA,50023,1111,fe7b3228-c6f4-497c-afcd-f000f08e2a0e,0.0783688,TAMUGeocoder,5.0.0,1,,41.7616374,-93.6059528,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},520,,NW,,,,36TH,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,520,,NW,,,,36TH,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
2842 SW 3RD STREET,ANKENY,IA,50023,1112,360217ed-7459-444b-9fbe-0d78da7e7af3,0.1718673,TAMUGeocoder,5.0.0,1,,41.7288068150912,-93.6377971723485,,Parcel,Match,100,,31820.19,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2842,,SW,,,,3RD,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,2842,,SW,,,,3RD,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
1250 SW DISTRICT DR.,ANKENY,IA,50023,1113,e10740bd-95d1-498e-98de-b737c88c804b,0.0781127,TAMUGeocoder,5.0.0,1,,41.714476,-93.6160484,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1250,,SW,,,,DISTRICT,,DR,,,,,,,ANKENY,,,,,IA,50023,,,,,,1250,,SW,,,,DISTRICT,,DR,,,,,,,ANKENY,,,,,IA,50023,,,,,
2110 W. 1ST STREET,ANKENY,IA,50023,1114,21381df8-e67c-4b48-ace0-0f56889a53be,0.0156153,TAMUGeocoder,5.0.0,1,,41.7325073,-93.6287999,,BuildingCentroid,Match,100,,598.15,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2110,,W,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,,2110,,W,,,,1ST,,ST,,,,,,,ANKENY,,,,,IA,50023,,,,,
315 2ND STREET NW,BONDURANT,IA,50035,1115,22bb9a6a-ecfc-48be-a1eb-56bbcf588387,0.0156347,TAMUGeocoder,5.0.0,1,,41.7023291,-93.4700407,,BuildingCentroid,Match,100,,656.96,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},315,,,,,,2ND,,ST,,NW,,,,,BONDURANT,,,,,IA,50035,,,,,,315,,,,,,2ND,,ST,,NW,,,,,BONDURANT,,,,,IA,50035,,,,,
304 GRANT ST. SOUTH,BONDURANT,IA,50035,1116,fc52ecab-4370-436b-bdfd-6dcd756cb826,0,TAMUGeocoder,5.0.0,1,,41.6980829,-93.4636776,,BuildingCentroid,Match,100,,1256.48,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},304,,,,,,GRANT,,ST,,S,,,,,BONDURANT,,,,,IA,50035,,,,,,304,,,,,,GRANT,,ST,,S,,,,,BONDURANT,,,,,IA,50035,,,,,
